分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,16071,北海道-188,北海道,浦河町,日高,町,町,,,東部保育所,057-0172,浦河郡浦河町字杵臼195,,,,42.1736307,142.8601927,0146-28-1054,,,,15,15,木村　愁子,昭和56年4月1日,1981/4/1,,2022/3/15
道内認可保育所,16071,北海道-189,北海道,浦河町,日高,社福,社福,,和光会,雛菊保育園,057-0021,浦河郡浦河町潮見町40番地1,,,,42.163425,142.777108,0146-22-3019,,,,30,20,村上　澄子,昭和23年12月1日,1948/12/1,,2022/3/15
道内認可保育所,16071,北海道-190,北海道,浦河町,日高,学校,学校,,前田学園,夢の国保育園,057-0034,浦河郡浦河町堺町西1丁目11番12号,,,,42.1777,142.7597,0146-22-3968,,,,0,25,村上　好美,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,16098,北海道-191,北海道,えりも町,日高,町,町,,,中央保育所,058-0202,幌泉郡えりも町字歌別252番地,,,,41.998047,143.165613,01466-2-2411,,,,105,35,北村　里美,昭和46年12月1日,1971/12/1,,2022/3/15
道内認可保育所,16098,北海道-192,北海道,えりも町,日高,町,町,,,えりも岬保育所,058-0342,幌泉郡えりも町字えりも岬54-1,,,,41.934278,143.241638,01466-3-1607,,,,39,6,谷辻　利恵,昭和48年5月1日,1973/5/1,,2022/3/15
道内認可保育所,16098,北海道-193,北海道,えりも町,日高,町,町,,,庶野保育所,058-0421,幌泉郡えりも町字庶野579-4,,,,42.044405,143.293763,01466-4-2207,,,,48,12,佐原　しのぶ,昭和50年5月1日,1975/5/1,,2022/3/15
道内認可保育所,16101,北海道-194,北海道,新ひだか町,日高,町,町,,,東静内保育所,059-2561,日高郡新ひだか町東静内328番地,,,,42.3022,142.456,0146-44-2900,,,,14,6,欅田真美,昭和49年5月1日,1974/5/1,,2022/3/15
道内認可保育所,16101,北海道-195,北海道,新ひだか町,日高,社福,社福,,雪の聖母園,静内ベビーホーム,056-0004,日高郡新ひだか町静内緑町2丁目6番36号,,,,42.340115,142.371568,0146-42-3175,,,,0,60,油井　真弓,昭和44年1月1日,1969/1/1,,2022/3/15
道内認可保育所,16101,北海道-196,北海道,新ひだか町,日高,町,町,,,静内保育所,056-0004,日高郡新ひだか町静内緑町3丁目6番20号,,,,42.3402,142.3732,0146-42-1467,,,,54,6,欅田真美,昭和32年2月17日,1957/2/17,,2022/3/15
道内認可保育所,16101,北海道-197,北海道,新ひだか町,日高,社福,社福,,覚葉会,青葉保育園,059-3108,日高郡新ひだか町三石本町283番地の2,,,,42.25098249,142.5534552,0146-33-2133,,,,25,15,亀田　浄,昭和24年4月1日,1949/4/1,,2022/3/15
道内認可保育所,16101,北海道-198,北海道,新ひだか町,日高,社福,社福,,博鳳会,歌笛保育園,059-3351,日高郡新ひだか町三石歌笛96番地の4,,,,42.27307461,142.6886717,0146-35-3334,,,,17,3,山田　?子,昭和25年11月1日,1950/11/1,,2022/3/15
道内認可保育所,16101,北海道-199,北海道,新ひだか町,日高,社福,社福,,延出福祉会,延出保育所,059-3103,日高郡新ひだか町三石豊岡201番地の4,,,,42.28033841,142.6027917,0146-33-2838,,,,12,8,下屋敷　淑恵,昭和28年4月1日,1953/4/1,,2022/3/15
道内認可保育所,16101,北海道-200,北海道,新ひだか町,日高,社福,社福,,本桐福祉会,本桐保育所,059-3231,日高郡新ひだか町三石本桐224番地の5,,,,42.2502782,142.6339239,0146-34-2223,,,,12,8,大坂　美由紀,昭和41年9月1日,1966/9/1,,2022/3/15
道内認可保育所,16101,北海道-201,北海道,新ひだか町,日高,学校,学校,,マーガレット学園,マーガレット保育園,056-0017,日高郡新ひだか町静内御幸町6丁目2番26号,,,,42.34350082,142.3715109,0146-42-0737,,,,0,50,岩佐　志帆,平成21年4月1日,2009/4/1,,2022/3/15
道内認可保育所,12360,北海道-202,北海道,北斗市,渡島,社福,社福,,民生博愛会,東光保育園,049-0162,北斗市中央2丁目3番23号,,,,41.82306,140.650492,0138-73-2984,,,,60,30,松山　みゆき,昭和32年1月1日,1957/1/1,,2022/3/15
道内認可保育所,12360,北海道-203,北海道,北斗市,渡島,社福,社福,,民生博愛会,第二東光保育園,049-0121,北斗市久根別1丁目18番12号,,,,41.82456242,140.6804464,0138-73-3094,,,,74,46,小池　寿美子,昭和36年4月1日,1961/4/1,,2022/3/15
道内認可保育所,12360,北海道-204,北海道,北斗市,渡島,社福,社福,,民生博愛会,第三東光保育園,049-0141,北斗市谷好3丁目3番34号,,,,41.81423712,140.6280288,0138-73-2281,,,,40,20,田本　美樹,昭和42年5月1日,1967/5/1,,2022/3/15
道内認可保育所,12360,北海道-205,北海道,北斗市,渡島,社福,社福,,民生博愛会,第四東光保育園,049-0153,北斗市大工川32番地6,,,,41.828253,140.64102,0138-73-6958,,,,38,22,越田　麻有未,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,12360,北海道-206,北海道,北斗市,渡島,社福,社福,,民生博愛会,大野保育園,041-1251,北斗市本郷342番地の12,,,,41.888116,140.646358,0138-77-8104,,,,56,34,中村　浩恵,昭和44年4月1日,1969/4/1,,2022/3/15
道内認可保育所,12360,北海道-207,北海道,北斗市,渡島,社福,社福,,民生博愛会,第二大野保育園,041-1201,北斗市本町3丁目21番25号,,,,41.88035164,140.647115,0138-77-7447,,,,38,22,福井　明美,昭和52年9月1日,1977/9/1,,2022/3/15
道内認可保育所,13315,北海道-208,北海道,松前町,渡島,町,町,,,清部保育所,049-1783,松前郡松前町字清部461番地3,,,,41.5244,140.0054,0139-45-2458,,,,51,9,阿部　真澄,昭和53年1月1日,1978/1/1,,2022/3/15
道内認可保育所,13323,北海道-209,北海道,福島町,渡島,町,町,○,,認定子ども園福島保育所,049-1331,松前郡福島町字三岳39番地5,,,,41.4865,140.2536,0139-47-3440,,,,31,9,鎌田　一志,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,13331,北海道-210,北海道,知内町,渡島,社福,社福,,しあわせの家,知内保育園,049-1103,上磯郡知内町字重内12,,,,41.601078,140.421548,01392-5-5069,,,,40,20,多田　渉,昭和30年9月3日,1955/9/3,,2022/3/15
道内認可保育所,13331,北海道-211,北海道,知内町,渡島,町,町,,,知内町立湯の里保育所,049-1221,上磯郡知内町字湯ﾉ里156番地61,,,,41.6011,140.3201,01392-6-2002,,,,20,10,,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,13340,北海道-212,北海道,木古内町,渡島,社福,社福,,しあわせの家,木古内保育園,049-0422,上磯郡木古内町字本町669,,,,41.67068,140.431127,01392-2-2793,,,,35,10,多田　房子,昭和25年5月20日,1950/5/20,,2022/3/15
道内認可保育所,13340,北海道-213,北海道,木古内町,渡島,社福,社福,,願応会,永盛保育園,049-0422,上磯郡木古内町字本町379,,,,41.68008166,140.4375546,01392-2-2534,,,,33,12,越智　妙子,昭和47年4月1日,1972/4/1,,2022/3/15
道内認可保育所,13374,北海道-214,北海道,七飯町,渡島,社福,社福,,ななえ福祉会,みどり保育園,041-1135,亀田郡七飯町緑町2丁目13番26号,,,,41.880499,140.689875,0138-65-8154,,,,45,15,葛西　美智恵,平成5年4月1日,1993/4/1,,2022/3/15
道内認可保育所,13374,北海道-215,北海道,七飯町,渡島,社福,社福,,ななえ福祉会,藤城保育園,041-1103,亀田郡七飯町字藤城9番地,,,,41.9169697,140.6735284,0138-65-5149,,,,45,15,新山　幸子,平成5年4月1日,1993/4/1,,2022/3/15
道内認可保育所,13374,北海道-216,北海道,七飯町,渡島,社福,社福,,ななえ福祉会,大沼保育園,041-1354,亀田郡七飯町字大沼町405番地2,,,,41.97851011,140.6760781,0138-67-2774,,,,30,15,遊佐　智子,平成7年4月1日,1995/4/1,,2022/3/15
道内認可保育所,13374,北海道-217,北海道,七飯町,渡島,社福,社福,○,どんぐりっ子,認定こども園どんぐり,041-1122,亀田郡七飯町大川7丁目3番4号,,,,41.853513,140.730326,0138-64-4150,,,,16,44,土田　恵美子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,13374,北海道-218,北海道,七飯町,渡島,町,町,,,大中山保育所,041-1121,亀田郡七飯町大中山3丁目289番地2,,,,41.869,140.7175,0138-65-2343,,,,56,24,梅木　はるみ,昭和42年12月28日,1967/12/28,,2022/3/15
道内認可保育所,13374,北海道-219,北海道,七飯町,渡島,社福,社福,,聖樹の杜,七飯ほんちょう保育園,041-1111,亀田郡七飯町本町7丁目657番地2,,,,41.893013,140.699136,0138-65-2301,,,,45,45,加藤　郁美,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,13455,北海道-220,北海道,森町,渡島,町,町,,,森保育所,049-2327,茅部郡森町字清澄町12,,,,42.1034,140.5768,01374-2-2579,,,,70,20,佐藤　美智子,昭和26年5月1日,1951/5/1,,2022/3/15
道内認可保育所,13455,北海道-221,北海道,森町,渡島,町,町,,,新川保育所,049-2305,茅部郡森町字常盤町12-1,,,,42.1053,140.5872,01374-2-2543,,,,35,15,福地　里美,昭和26年5月1日,1951/5/1,,2022/3/15
道内認可保育所,13455,北海道-222,北海道,森町,渡島,町,町,,,尾白内保育所,049-2301,茅部郡森町字尾白内町539,,,,42.1142,140.6193,01374-2-2969,,,,35,15,石山　美雪,昭和43年4月1日,1968/4/1,,2022/3/15
道内認可保育所,13463,北海道-223,北海道,八雲町,渡島,社福,社福,,仏子会,国の子保育園,049-3117,二海郡八雲町栄町12-1,,,,42.263195,140.2645,0137-63-2372,,,,60,30,斉藤　やす子,昭和29年7月1日,1954/7/1,,2022/3/15
道内認可保育所,13463,北海道-224,北海道,八雲町,渡島,社福,社福,,出雲会,なかよし保育園,049-3113,二海郡八雲町相生町98,,,,42.24970401,140.2769091,0137-62-3361,,,,59,31,尾関　光広,昭和45年4月1日,1970/4/1,,2022/3/15
道内認可保育所,13463,北海道-225,北海道,八雲町,渡島,社福,社福,,立栄会,あかしや保育園,049-2562,二海郡八雲町落部330,,,,42.1856861,140.4194997,0137-67-2707,,,,34,16,相木　愛子,平成25年10月1日,2013/10/1,,2022/3/15
道内認可保育所,13463,北海道-226,北海道,八雲町,渡島,町,町,,,くまいし保育園,043-0417,二海郡八雲町熊石鳴神町218,,,,42.1304,139.9737,01398-2-3553,,,,20,10,竹内　伸一,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,13471,北海道-227,北海道,長万部町,渡島,町,町,,,さかえ保育所,049-3521,山越郡長万部町字長万部430番地の143,,,,42.5084,140.3674,01377-2-4006,,,,17,42,米代　剛,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,13617,北海道-228,北海道,江差町,檜山,町,町,,,日明保育園,043-0024,檜山郡江差町字尾山町126,,,,41.897203,140.141392,0139-52-0603,,,,16,14,泉　学美,昭和54年4月1日,1979/4/1,,2022/3/15
道内認可保育所,13617,北海道-229,北海道,江差町,檜山,町,町,,,水堀保育園,043-0017,檜山郡江差町字水堀町136,,,,41.934359,140.151442,0139-53-6705,,,,16,14,泉　学美,昭和47年1月1日,1972/1/1,,2022/3/15
道内認可保育所,13617,北海道-230,北海道,江差町,檜山,町,町,,,かもめ保育園,043-0055,檜山郡江差町字円山313-20,,,,41.861487,140.128078,0139-56-1440,,,,50,30,泉　学美,平成21年4月1日,2009/4/1,,2022/3/15
道内認可保育所,13625,北海道-231,北海道,上ノ国町,檜山,町,町,,,上ノ国保育所,049-0611,檜山郡上ﾉ国町字大留103番地1,,,,41.800714,140.119758,0139-56-1170,,,,66,34,野坂　浩二,昭和48年5月1日,1973/5/1,,2022/3/15
道内認可保育所,13641,北海道-232,北海道,乙部町,檜山,町,町,,,みさき保育園,043-0231,爾志郡乙部町字豊浜69-42,,,,42.0489,140.079,-,,,,,,町中　聖,昭和50年4月1日,1975/4/1,休止中,2022/3/15
道内認可保育所,13641,北海道-233,北海道,乙部町,檜山,町,町,,,つくし保育園,043-0103,爾志郡乙部町字緑町67-1,,,,41.972613,140.137696,0139-62-2952,,,,80,30,町中　聖,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,13714,北海道-234,北海道,せたな町,檜山,町,町,,,大成保育園,043-0504,久遠郡せたな町大成区都332,,,,42.227074,139.818675,01398-4-5022,,,,13,7,浜高　あけみ,昭和31年7月1日,1956/7/1,,2022/3/15
道内認可保育所,13714,北海道-235,北海道,せたな町,檜山,町,町,,,瀬棚保育所,049-4805,久遠郡せたな町瀬棚区本町680ｰ1,,,,42.452493,139.8539678,0137-87-3164,,,,25,15,沼口　恵子,昭和43年2月1日,1968/2/1,,2022/3/15
道内認可保育所,12203,北海道-236,北海道,士別市,上川,市,市,,,北星保育園,095-0004,士別市東5条北5丁目24番地1,,,,44.1858,142.3972,0165-23-3879,,,,51,39,東川　由美,昭和44年11月1日,1969/11/1,,2022/3/15
道内認可保育所,12203,北海道-237,北海道,士別市,上川,市,市,,,あさひ保育園,095-0401,士別市朝日町中央4038番地,,,,44.1168,142.5954,0165-28-2314,,,,44,16,淀谷　絵美,昭和38年2月1日,1963/2/1,,2022/3/15
道内認可保育所,12203,北海道-238,北海道,士別市,上川,市,市,,,あいの実保育園,095-0015,士別市東5条7丁目20番地14,,,,44.1752,142.4011,0165-26-7100,,,,64,46,前澤　亜由美,平成24年4月1日,2012/4/1,,2022/3/15
道内認可保育所,12211,北海道-239,北海道,名寄市,上川,市,市,,,南保育所,096-0016,名寄市西6条南9丁目1番地1,,,,44.3473,142.4526,01654-3-7832,,,,51,39,管野　真奈美,昭和51年1月1日,1976/1/1,,2022/3/15
道内認可保育所,12211,北海道-240,北海道,名寄市,上川,市,市,,,西保育所,096-0036,名寄市西6条北4丁目1番地,,,,44.3603,142.4541,01654-2-2327,,,,33,37,谷口　恭子,昭和30年7月1日,1955/7/1,,2022/3/15
道内認可保育所,12211,北海道-241,北海道,名寄市,上川,市,市,,,東保育所,096-0005,名寄市東5条南3丁目63番地36,,,,44.3538,142.4722,01654-2-5669,,,,23,37,紺野　美奈子,昭和53年12月1日,1978/12/1,,2022/3/15
道内認可保育所,12297,北海道-242,北海道,富良野市,上川,市,市,,,虹いろ保育所,076-0024,富良野市幸町8番25号,,,,43.3431,142.3873,0167-22-2533,,,,80,60,桑折　恵吏子,平成27年6月15日,2015/6/15,,2022/3/15
道内認可保育所,14524,北海道-243,北海道,鷹栖町,上川,町,町,,,鷹栖保育園,071-1201,上川郡鷹栖町南1条3丁目2-27,,,,43.8431,142.3561,0166-87-2267,,,,50,40,鷹合　勇,昭和48年11月1日,1973/11/1,,2022/3/15
道内認可保育所,14524,北海道-244,北海道,鷹栖町,上川,町,町,,,北野保育園,071-1223,上川郡鷹栖町北野東3条2丁目1番22号,,,,43.8219,142.3377,0166-87-2304,,,,55,35,田村　啓一,昭和52年12月1日,1977/12/1,,2022/3/15
道内認可保育所,14532,北海道-245,北海道,東神楽町,上川,町,町,,,中央保育園,071-1504,上川郡東神楽町南2条東2丁目1番1号,,,,43.692621,142.455105,0166-83-3769,,,,60,30,川口　由紀子,平成4年4月1日,1992/4/1,,2022/3/15
道内認可保育所,14541,北海道-246,北海道,当麻町,上川,社福,社福,,法輪会,当麻保育園,078-1303,上川郡当麻町3条西4丁目8番5号,,,,43.823255,142.5135042,0166-84-2711,,,,54,36,大久保　法世,昭和43年7月18日,1968/7/18,,2022/3/15
道内認可保育所,14559,北海道-247,北海道,比布町,上川,社福,社福,,大悲会,くるみ保育園,078-0343,上川郡比布町中町2丁目1番45号,,,,43.87368134,142.4768596,0166-85-2133,,,,78,12,宮_　憲嗣,昭和43年11月30日,1968/11/30,,2022/3/15
道内認可保育所,14567,北海道-248,北海道,愛別町,上川,町,町,,,愛別町立さくら保育所,078-1404,上川郡愛別町字北町250番地28,,,,43.9102086,142.5755233,01658-6-5980,,,,20,25,森川　儀彦,昭和43年12月1日,1968/12/1,,2022/3/15
道内認可保育所,14575,北海道-249,北海道,上川町,上川,町,町,,,上川町立中央保育所,078-1744,上川郡上川町北町163番地,,,,43.846185,142.7687,01658-2-1030,,,,26,34,佐々木　俊英,昭和31年4月1日,1956/4/1,,2022/3/15
道内認可保育所,14583,北海道-250,北海道,東川町,上川,町,町,,,東川町立東川保育園,071-1404,上川郡東川町西4号北8番地,,,,43.7010159,142.5138914,0166-82-3400,,,,108,72,安達　啓一,昭和43年12月1日,1968/12/1,,2022/3/15
道内認可保育所,14591,北海道-251,北海道,美瑛町,上川,町,社福,,びえい子育て応援団,美瑛町立どんぐり保育園,071-0213,上川郡美瑛町東町3丁目1番2号,,,,43.589342,142.475268,0166-92-1577,,,,90,40,阿部　光恵,平成8年4月1日,1996/4/1,,2022/3/15
道内認可保育所,14605,北海道-252,北海道,上富良野町,上川,学校,学校,◯,専誠寺学園,上富良野西こども園,071-0547,空知郡上富良野町泉町1丁目5番15号,,,,43.4673,142.4646,0167-45-4072,,,,20,20,増田　幸一郎,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,14621,北海道-253,北海道,南富良野町,上川,町,町,,,幾寅保育所,079-2402,空知郡南富良野町字幾寅845番地,,,,43.1642,142.5676,0167-52-2315,,,,52,18,川邉　由美,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,14621,北海道-254,北海道,南富良野町,上川,町,町,,,金山保育所,079-2131,空知郡南富良野町字金山,,,,43.1416,142.4167,0167-54-2637,,,,14,6,川邉　由美,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,14648,北海道-255,北海道,和寒町,上川,町,町,,,和寒町保育所,098-0111,上川郡和寒町字三笠95番地,,,,44.02065432,142.4170817,0165-32-2242,,,,65,35,増田　朋未,昭和29年7月1日,1954/7/1,,2022/3/15
道内認可保育所,14656,北海道-256,北海道,剣淵町,上川,町,町,,,剣淵町保育所,098-0331,上川郡剣淵町西町4番1号,,,,44.096693,142.355968,0165-34-2644,,,,63,27,高橋　勝利,昭和43年12月1日,1968/12/1,,2022/3/15
道内認可保育所,14681,北海道-257,北海道,下川町,上川,町,町,◯,,下川町認定こども園「こどものもり」,098-1204,上川郡下川町南町411番地,,,,44.2978,142.6333,01655-4-2413,,,,50,25,古屋　いづみ,昭和46年12月1日,1971/12/1,,2022/3/15
道内認可保育所,14729,北海道-258,北海道,幌加内町,上川,社福,社福,,恵信福祉会,双葉保育園,074-0411,幌加内町幌加内4910,,,,44.009054,142.153993,0165-35-2152,,,,22,8,宮川　恵秀,昭和48年12月28日,1973/12/28,,2022/3/15
道内認可保育所,12122,北海道-259,北海道,留萌市,留萌,社福,社福,,留萌萌幼会,みどり保育園,077-0021,留萌市高砂町3丁目2番1号,,,,43.937082,141.658349,0164-42-7226,,,,64,26,小澤　真弓,昭和48年10月20日,1973/10/20,,2022/3/15
道内認可保育所,12122,北海道-260,北海道,留萌市,留萌,社福,社福,,留萌萌幼会,留萌保育園,077-0038,留萌市寿町2丁目8番地2,,,,43.936407,141.636602,0164-42-7273,,,,57,33,竹内　美和,平成16年3月18日,2004/3/18,,2022/3/15
道内認可保育所,12122,北海道-261,北海道,留萌市,留萌,社福,社福,,留萌萌幼会,沖見保育園,077-0037,留萌市沖見町5丁目33番地,,,,43.929387,141.638962,0164-42-7225,,,,44,36,永井　美幸,昭和48年10月20日,1973/10/20,,2022/3/15
道内認可保育所,14834,北海道-262,北海道,苫前町,留萌,社福,社福,○,古丹別福祉会,認定古丹別こども園,078-3621,苫前郡苫前町字古丹別187番地の10,,,,44.2598,141.7109,0164-65-4141,,,,21,11,川森　のり子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,14869,北海道-263,北海道,遠別町,留萌,町,町,○,遠別町,保育所型認定こども園「認定こども園遠別町幼児センターきらり」,098-3543,天塩郡遠別町字本町5丁目15番地1,,,,44.7244,141.7966,01632-7-2744,,,,40,20,鬼頭　善恵,昭和53年10月1日,1978/10/1,,2022/3/15
道内認可保育所,14877,北海道-264,北海道,天塩町,留萌,町,町,○,天塩町,天塩町認定こども園おひさま,098-3312,天塩郡天塩町字川口5699番地の1,,,,44.8844,141.7498,01632-2-1354,,,,40,30,佐藤　廸子,昭和43年2月1日,1968/2/1,,2022/3/15
道内認可保育所,12149,北海道-265,北海道,稚内市,宗谷,市,市,,,港保育所,097-0005,稚内市大黒3丁目4-21,,,,45.3982,141.691,0162-22-0218,,,,40,30,辻口　美紀,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,12149,北海道-266,北海道,稚内市,宗谷,市,市,,,白樺保育所,097-0002,稚内市潮見1丁目1-10,,,,45.3933,141.696,0162-33-4558,,,,70,30,太田　康子,昭和40年6月1日,1965/6/1,,2022/3/15
道内認可保育所,12149,北海道-267,北海道,稚内市,宗谷,学校,学校,,学校法人鈴蘭学園,稚内富岡保育園,097-0012,稚内市富岡4丁目18-6,,,,45.385487,141.720802,0162-32-2727,,,,30,30,橋本　俊哉,平成17年4月1日,2005/4/1,,2022/3/15
道内認可保育所,12149,北海道-268,北海道,稚内市,宗谷,学校,学校,,学校法人禅徳学園,もぐもぐ保育園,097-0024,稚内市宝来2丁目8-17,,,,45.423267,141.67095,0162-23-5180,,,,24,6,竹田　一美,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,12149,北海道-269,北海道,稚内市,宗谷,学校,学校,,学校法人量徳学園,オアシス保育園,097-0022,稚内市中央2丁目16-12,,,,45.41752111,141.6729104,0162-23-6321,,,,30,30,吉田　一栄,平成20年4月1日,2008/4/1,,2022/3/15
道内認可保育所,12149,北海道-270,北海道,稚内市,宗谷,学校,学校,,学校法人稚内ひかり学園,きらきら保育園,097-0004,稚内市緑4丁目5-32,,,,45.389389,141.679229,0162-73-3133,,,,30,30,加藤　勝幸,平成21年4月1日,2009/4/1,,2022/3/15
道内認可保育所,15113,北海道-271,北海道,猿払村,宗谷,村,村,,,鬼志別保育所,098-6234,宗谷郡猿払村鬼志別北町131番地,,,,45.332771,142.115694,01635-2-3666,,,,80,20,吉岡　尚美,昭和50年4月1日,1975/4/1,,2022/3/15
道内認可保育所,15130,北海道-272,北海道,中頓別町,宗谷,町,町,○,,中頓別町認定こども園,098-5551,枝幸郡中頓別町字中頓別182番地,,,,44.9693,142.2893,01634-6-2727,,,,30,15,相座　豊,昭和48年4月1日,1973/4/1,,2022/3/15
道内認可保育所,15148,北海道-273,北海道,枝幸町,宗谷,町,町,,,枝幸保育所,098-5823,枝幸郡枝幸町三笠町772番地12,,,,44.9392,142.5765,0163-62-1504,,,,70,40,三浦　淳史,昭和51年2月1日,1976/2/1,,2022/3/15
道内認可保育所,15148,北海道-274,北海道,枝幸町,宗谷,町,町,,,音標保育所,098-5955,枝幸郡枝幸町音標1088番地2,,,,44.7042,142.8083,0163-66-1024,,,,30,10,東田　千秋,昭和57年1月1日,1982/1/1,,2022/3/15
道内認可保育所,15164,北海道-275,北海道,豊富町,宗谷,町,町,,,豊富町立保育園,098-4121,天塩郡豊富町字豊富東1条5丁目,,,,45.102,141.7784,0162-82-2236,,,,99,21,福島　剛,昭和42年7月1日,1967/7/1,,2022/3/15
道内認可保育所,15172,北海道-276,北海道,礼文町,宗谷,町,町,,,船泊保育所,097-1202,礼文郡礼文町大字船泊村字ｳｴﾝﾅｲﾎ,,,,45.436939,141.033423,0163-87-2130,,,,40,20,石動　仁,昭和49年5月1日,1974/5/1,,2022/3/15
道内認可保育所,15172,北海道-277,北海道,礼文町,宗谷,町,町,,,香深保育所,097-1201,礼文郡礼文町大字香深村字ｶﾌｶｲ330,,,,45.34144226,141.0404795,0163-86-2129,,,,50,25,蔵部　晃一,昭和45年2月1日,1970/2/1,,2022/3/15
道内認可保育所,15181,北海道-278,北海道,利尻町,宗谷,町,町,,,仙法志保育所,097-0311,利尻郡利尻町仙法志字政泊90-4,,,,45.1129,141.2123,0163-85-1103,,,,12,8,古屋　恵一,昭和43年12月1日,1968/12/1,,2022/3/15
道内認可保育所,15181,北海道-279,北海道,利尻町,宗谷,町,町,,,沓形保育所,097-0401,利尻郡利尻町沓形字日出町63,,,,45.1877,141.1411,0163-84-2319,,,,35,25,佐野　洋之,昭和40年11月10日,1965/11/10,,2022/3/15
道内認可保育所,15199,北海道-280,北海道,利尻富士町,宗谷,町,町,,,鬼脇保育所,097-0211,利尻郡利尻富士町鬼脇字鬼脇265,,,,45.1401,141.3079,0163-83-1104,,,,30,15,佐々木　千賀子,昭和42年6月1日,1967/6/1,,2022/3/15
道内認可保育所,15199,北海道-281,北海道,利尻富士町,宗谷,町,町,,,鴛泊保育所,097-0101,利尻郡利尻富士町鴛泊字本町90,,,,45.243,141.2236,0163-82-1006,,,,70,30,高橋　志麻,昭和37年12月1日,1962/12/1,,2022/3/15
道内認可保育所,15202,北海道-282,北海道,幌延町,宗谷,町,町,○,,幌延町認定こども園,098-3221,天塩郡幌延町栄町7番地2,,,,45.018372,141.8451733,01632-5-1254,,,,50,20,鈴木　由香里,昭和40年10月1日,1965/10/1,,2022/3/15
道内認可保育所,12084,北海道-283,北海道,北見市,オホーツク,市,市,,,高栄保育園,090-0058,北見市高栄西町6丁目7番1号,,,,43.8182,143.8603,0157-22-1021,,,,71,29,渡邉　啓乃,昭51. 3.24,昭51. 3.24,,2022/3/15
道内認可保育所,12084,北海道-284,北海道,北見市,オホーツク,市,市,,,中央保育園,090-0029,北見市北9条東2丁目2番地,,,,43.8096,143.8918,0157-23-2340,,,,58,42,堂坂　綾子,昭24. 7. 1,昭24. 7. 1,,2022/3/15
道内認可保育所,12084,北海道-285,北海道,北見市,オホーツク,市,市,,,東保育園,090-0017,北見市高砂町3番1号,,,,43.8156,143.9016,0157-23-2071,,,,42,28,宮部　綾子,昭和28年6月1日,1953/6/1,,2022/3/15
道内認可保育所,12084,北海道-286,北海道,北見市,オホーツク,市,市,,,とん田保育園,090-0834,北見市とん田西町316番地の2,,,,43.7953,143.8763,0157-23-5347,,,,53,27,古谷　綾子,昭和36年12月1日,1961/12/1,,2022/3/15
道内認可保育所,12084,北海道-287,北海道,北見市,オホーツク,市,市,,,小泉保育園,090-0801,北見市春光町6丁目7番13号,,,,43.822,143.924,0157-24-8317,,,,52,28,栗原　美樹,昭和43年1月1日,1968/1/1,,2022/3/15
道内認可保育所,12084,北海道-288,北海道,北見市,オホーツク,市,市,,,端野中央保育園,099-2102,北見市端野町二区471番地12,,,,43.8612,143.9419,0157-56-2724,,,,66,24,奥原　佳子,昭和45年12月25日,1970/12/25,,2022/3/15
道内認可保育所,12084,北海道-289,北海道,北見市,オホーツク,市,市,,,温根湯温泉保育園,091-0170,北見市留辺蘂町温根湯温泉106番地,,,,43.7555,143.5043,0157-45-2208,,,,42,18,本田　加奈子,昭和52年4月1日,1977/4/1,,2022/3/15
道内認可保育所,12084,北海道-290,北海道,北見市,オホーツク,市,市,,,さかえ保育園,091-0025,北見市留辺蘂町旭北41番地13,,,,43.782,143.6136,0157-42-2565,,,,37,13,如澤　貴美子,昭和52年4月1日,1977/4/1,,2022/3/15
道内認可保育所,12084,北海道-291,北海道,北見市,オホーツク,市,市,○,,ところ認定こども園,093-0210,北見市常呂町字常呂539番地4,,,,44.1185,144.0666,0152-54-2412,,,,43,27,小笠原　拓恵,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12084,北海道-292,北海道,北見市,オホーツク,社福,社福,○,あいの杜,認定こども園あいのない,099-0871,北見市相内町123番地,,,,43.7982,143.7535,0157-37-2451,,,,8,22,鹿内　良,昭和24年3月30日,1949/3/30,,2022/3/15
